,word_upper,word_lower,syntactic_category,semantic_category,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),Google n-gram frequency,Google n-gram frequency no article,Arousal,Concreteness,Familiarity,Imageability,Valence,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),experiment_date,input_trial,article,word_no_article_upper,word_no_article_lower,multi_word,false.alarm.rate,hit.rate
317,A PINE NUT,a pine nut,NOUN,food,0.8740740740740741,47,14,71,3,1.08,0.5217391304347829,-20.268280598351303,-16.549925391620278,2.39130434782609,4.83333333333333,4.59090909090909,4.70833333333333,3.53333333333333,25,0.9259259259259258,23,1.5217391304347831,0.6571428571428569,mm_mar_2013,A PINE NUT,a,PINE NUT,pine nut,1.0,0.040540540540540536,0.7704918032786885
318,A PINEAPPLE,a pineapple,NOUN,food,0.8666666666666667,56,14,74,6,1.03703703703704,0.0416666666666667,-16.26582115982085,-13.091053527930875,3.0952380952381002,4.888888888888889,4.85714285714286,4.85714285714286,4.26923076923077,27,0.9642857142857114,24,1.0416666666666667,0.96,mm_mar_2013,A PINEAPPLE,a,PINEAPPLE,pineapple,1.0,0.075,0.8
319,A PISTOL,a pistol,NOUN,weapon,0.8322981366459627,55,20,79,7,1.74074074074074,2.24,-13.47760170857512,-11.71113270554641,4.39130434782609,4.62962962962963,4.96428571428571,4.85714285714286,2.3076923076923097,27,0.5744680851063833,25,3.24,0.308641975308642,mm_mar_2013,A PISTOL,a,PISTOL,pistol,1.0,0.08139534883720931,0.7333333333333333
320,A PLATEAU,a plateau,NOUN,earth formation,0.8453608247422679,69,24,95,6,1.88888888888889,2.04,-14.429224930582318,-12.045053469341195,2.59090909090909,4.11111111111111,4.71428571428571,4.41379310344828,3.15384615384615,27,0.529411764705882,25,3.04,0.32894736842105265,mm_mar_2013,A PLATEAU,a,PLATEAU,plateau,1.0,0.0594059405940594,0.7419354838709677
321,A PLATTER,a platter,NOUN,household item,0.7337278106508875,45,36,79,9,1.5416666666666698,2.26315789473684,-14.37117100310835,-13.118891934504163,2.3043478260869596,4.6,4.89655172413793,4.11538461538461,3.4285714285714306,24,0.6486486486486472,19,3.2631578947368403,0.30645161290322603,mm_mar_2013,A PLATTER,a,PLATTER,platter,1.0,0.10227272727272728,0.5555555555555556
322,A POLE,a pole,NOUN,people,0.8313253012048193,53,27,85,1,1.77777777777778,1.61538461538462,-13.805729642509652,-11.187311980270284,2.31818181818182,4.34615384615385,4.2592592592592595,3.46428571428571,3.34615384615385,27,0.5624999999999993,26,2.6153846153846203,0.3823529411764699,mm_mar_2013,A POLE,a,POLE,pole,1.0,0.011627906976744186,0.6625
323,A POLITICIAN,a politician,NOUN,people,0.7590361445783133,56,22,70,18,1.24,2.25,-13.683627278212937,-12.15896271905453,2.52173913043478,4.35,5.0,3.73076923076923,2.5,25,0.8064516129032259,20,3.25,0.3076923076923077,mm_mar_2013,A POLITICIAN,a,POLITICIAN,politician,1.0,0.20454545454545456,0.7179487179487181
324,A POLLOCK,a pollock,NOUN,living things,0.8969696969696971,64,13,84,4,1.26086956521739,0.153846153846154,-18.379360549365906,-13.154383661632655,2.61904761904762,4.0,3.28571428571429,2.76,3.0,23,0.7931034482758629,13,1.153846153846154,0.8666666666666666,mm_mar_2013,A POLLOCK,a,POLLOCK,pollock,1.0,0.045454545454545456,0.8311688311688312
325,A POLLSTER,a pollster,NOUN,people,0.7802197802197802,50,36,92,4,1.1363636363636398,1.0952380952381,-17.90804886247484,-15.992877937006917,2.13636363636364,3.4137931034482794,3.6,2.3076923076923097,2.7333333333333303,22,0.8799999999999971,21,2.0952380952381,0.4772727272727261,mm_mar_2013,A POLLSTER,a,POLLSTER,pollster,1.0,0.04166666666666666,0.5813953488372093
326,A POPPY,a poppy,NOUN,living things,0.8598726114649682,56,19,79,3,1.23333333333333,0.31818181818181795,-16.624938721183714,-12.519695126609257,2.6666666666666696,4.39130434782609,4.48275862068965,4.36,4.0,30,0.810810810810813,22,1.318181818181818,0.7586206896551726,mm_mar_2013,A POPPY,a,POPPY,poppy,1.0,0.03658536585365853,0.7466666666666667
327,A PORTICO,a portico,NOUN,building components,0.7651006711409396,40,31,74,4,1.07692307692308,1.6875,-16.423403762883872,-13.866272993010053,2.5652173913043503,4.29166666666667,2.13636363636364,3.0416666666666696,3.1666666666666696,13,0.928571428571426,16,2.6875,0.372093023255814,mm_mar_2013,A PORTICO,a,PORTICO,portico,1.0,0.05128205128205128,0.5633802816901409
328,A POSTMAN,a postman,NOUN,people,0.7704918032786885,64,23,77,19,1.03333333333333,1.44444444444444,-16.29959182484512,-13.783118071553806,2.3636363636363598,4.41379310344828,4.63333333333333,4.6153846153846105,3.4,30,0.9677419354838741,27,2.44444444444444,0.4090909090909098,mm_mar_2013,A POSTMAN,a,POSTMAN,postman,1.0,0.19791666666666666,0.7356321839080459
329,A POTATO,a potato,NOUN,food,0.7891566265060241,51,26,80,9,1.20833333333333,0.85,-14.63454869144076,-11.686682994439382,1.6086956521739098,4.8,5.0,4.8846153846153895,3.53571428571429,24,0.827586206896554,20,1.85,0.5405405405405405,mm_mar_2013,A POTATO,a,POTATO,potato,1.0,0.10112359550561796,0.6623376623376623
330,A POTATO MASHER,a potato masher,NOUN,household item,0.9151515151515152,65,13,86,1,1.33333333333333,0.36,-16.598213409734733,-16.254500230684723,2.08695652173913,4.40740740740741,4.89285714285714,4.72413793103448,3.08,27,0.7500000000000019,25,1.36,0.7352941176470589,mm_mar_2013,A POTATO MASHER,a,POTATO MASHER,potato masher,1.0,0.011494252873563218,0.8333333333333334
331,A PRIMA DONNA,a prima donna,NOUN,people,0.8758169934640523,57,17,77,2,1.2173913043478302,1.05,-16.83488010361154,-15.625266422922087,3.23809523809524,3.07407407407407,4.357142857142859,2.96551724137931,2.34615384615385,23,0.8214285714285688,20,2.05,0.4878048780487805,mm_mar_2013,A PRIMA DONNA,a,PRIMA DONNA,prima donna,1.0,0.02531645569620253,0.7702702702702703
332,A PRINCIPAL,a principal,NOUN,people,0.7911392405063291,57,18,68,15,1.9,1.15384615384615,-13.01793319412214,-10.034561036019733,2.31818181818182,3.64285714285714,4.6,3.80769230769231,3.2333333333333303,30,0.5263157894736842,26,2.1538461538461497,0.4642857142857152,mm_mar_2013,A PRINCIPAL,a,PRINCIPAL,principal,1.0,0.18072289156626506,0.76
333,A PRINTER,a printer,NOUN,people,0.7559523809523809,46,32,81,9,1.8148148148148102,0.88,-14.24755037945508,-12.026031594911418,1.90909090909091,4.53846153846154,4.88,4.66666666666667,3.25,27,0.5510204081632668,25,1.88,0.5319148936170213,mm_mar_2013,A PRINTER,a,PRINTER,printer,1.0,0.1,0.5897435897435898
334,A PROCRASTINATOR,a procrastinator,NOUN,people,0.7905405405405406,51,21,66,10,1.11111111111111,1.2,-17.71139695806021,-16.669723815614606,2.45454545454545,2.7037037037037,4.851851851851849,2.22222222222222,2.0,27,0.9000000000000009,25,2.2,0.4545454545454545,mm_mar_2013,A PROCRASTINATOR,a,PROCRASTINATOR,procrastinator,1.0,0.13157894736842105,0.7083333333333334
335,A PROCTOR,a proctor,NOUN,people,0.7839506172839507,56,23,71,12,1.16666666666667,1.5882352941176499,-17.409057702767697,-13.412967577965384,2.14285714285714,3.40740740740741,3.89285714285714,2.62068965517241,3.0,24,0.8571428571428547,17,2.5882352941176503,0.3863636363636359,mm_mar_2013,A PROCTOR,a,PROCTOR,proctor,1.0,0.14457831325301204,0.7088607594936709
336,A PROPRIETOR,a proprietor,NOUN,people,0.7636363636363637,52,27,74,12,1.15384615384615,2.125,-16.38633560477252,-12.914837688465402,2.95454545454545,3.5384615384615397,4.178571428571431,2.6296296296296298,3.5384615384615397,26,0.8666666666666696,24,3.125,0.32,mm_mar_2013,A PROPRIETOR,a,PROPRIETOR,proprietor,1.0,0.13953488372093026,0.6582278481012658
337,A PROSPECTOR,a prospector,NOUN,people,0.7593582887700535,70,20,72,25,1.41379310344828,1.1304347826087,-16.83257812027043,-15.019153508901296,3.0,3.71428571428571,4.20689655172414,3.52,3.3214285714285694,29,0.7073170731707297,23,2.1304347826087002,0.4693877551020399,mm_mar_2013,A PROSPECTOR,a,PROSPECTOR,prospector,1.0,0.25773195876288657,0.7777777777777778
338,A PSYCHOTIC DISORDER,a psychotic disorder,NOUN,diseases and conditions,0.8707482993197279,61,10,67,9,1.18518518518519,1.3478260869565202,-17.020022487653726,-15.526779454123616,3.48,2.42307692307692,4.24,2.0,1.3666666666666698,27,0.8437499999999966,23,2.34782608695652,0.4259259259259263,mm_mar_2013,A PSYCHOTIC DISORDER,a,PSYCHOTIC DISORDER,psychotic disorder,1.0,0.11842105263157895,0.8591549295774648
339,A PUBLISHER,a publisher,NOUN,people,0.75,49,37,89,9,1.24,1.25,-14.097834234084074,-10.711173133367797,2.4347826086956497,4.20833333333333,4.72727272727273,2.4583333333333304,3.3,25,0.8064516129032259,24,2.25,0.4444444444444444,mm_mar_2013,A PUBLISHER,a,PUBLISHER,publisher,1.0,0.09183673469387756,0.5697674418604651
340,A QUACK,a quack,NOUN,people,0.8782051282051282,58,17,79,2,1.8148148148148102,2.23076923076923,-16.252625848155052,-14.361285220562095,2.7272727272727297,3.0384615384615397,4.53571428571429,2.28571428571429,2.57692307692308,27,0.5510204081632668,26,3.23076923076923,0.3095238095238096,mm_mar_2013,A QUACK,a,QUACK,quack,1.0,0.02469135802469136,0.7733333333333333
341,A QUAIL,a quail,NOUN,living things,0.7672955974842768,46,29,76,8,1.20689655172414,0.538461538461538,-16.899423263269956,-13.652848472472833,2.47619047619048,4.75862068965517,4.2758620689655205,4.5,3.46666666666667,29,0.8285714285714272,26,1.538461538461538,0.6500000000000002,mm_mar_2013,A QUAIL,a,QUAIL,quail,1.0,0.09523809523809523,0.6133333333333333
342,A RABBIT,a rabbit,NOUN,living things,0.8164556962025317,57,19,72,10,1.34615384615385,1.1923076923076898,-13.532065807820196,-11.534692424440848,2.7391304347826098,4.730769230769231,4.92307692307692,4.93333333333333,4.21428571428571,26,0.7428571428571407,26,2.1923076923076903,0.4561403508771935,mm_mar_2013,A RABBIT,a,RABBIT,rabbit,1.0,0.12195121951219512,0.75
343,A RABBLE-ROUSER,a rabble-rouser,NOUN,people,0.8604651162790697,63,20,85,4,1.1578947368421102,2.3333333333333304,-18.30232517099055,-17.17311447280271,3.65217391304348,2.73076923076923,3.61538461538462,2.2333333333333303,2.28571428571429,19,0.8636363636363601,21,3.3333333333333304,0.3000000000000003,mm_mar_2013,A RABBLE-ROUSER,a,RABBLE-ROUSER,rabble-rouser,1.0,0.0449438202247191,0.7590361445783133
344,A RAINCOAT,a raincoat,NOUN,clothing,0.7465753424657534,43,28,66,9,1.11538461538462,1.875,-15.945701278975461,-14.049825362417812,2.2608695652173902,4.83333333333333,4.954545454545451,4.70833333333333,3.2333333333333303,26,0.8965517241379273,24,2.875,0.3478260869565217,mm_mar_2013,A RAINCOAT,a,RAINCOAT,raincoat,1.0,0.12,0.6056338028169014
345,A RAISIN,a raisin,NOUN,food,0.8198757763975155,53,24,79,5,1.14814814814815,0.52,-16.27855202025368,-14.103627018099004,2.2608695652173902,4.77777777777778,4.96428571428571,4.86206896551724,3.5,27,0.8709677419354825,25,1.52,0.6578947368421053,mm_mar_2013,A RAISIN,a,RAISIN,raisin,1.0,0.05952380952380953,0.6883116883116883
346,A RAM,a ram,NOUN,living things,0.7947019867549668,49,24,71,7,1.96296296296296,1.6521739130434798,-14.808427747830772,-11.94241522773864,3.08,4.68,4.653846153846151,4.518518518518519,3.06666666666667,27,0.5094339622641517,23,2.6521739130434803,0.37704918032786855,mm_mar_2013,A RAM,a,RAM,ram,1.0,0.08974358974358974,0.6712328767123288
347,A RAMEKIN,a ramekin,NOUN,household item,0.8385093167701864,53,23,82,3,1.0,0.7272727272727271,-18.286910195480328,-16.479144564059418,2.7272727272727297,4.42307692307692,2.57142857142857,3.1785714285714306,3.23076923076923,15,1.0,11,1.7272727272727268,0.5789473684210527,mm_mar_2013,A RAMEKIN,a,RAMEKIN,ramekin,1.0,0.035294117647058816,0.6973684210526315
348,A RAZOR,a razor,NOUN,household item,0.7791411042944786,52,25,75,11,1.55555555555556,0.84,-14.232203321862752,-12.520668091498626,3.3636363636363598,4.8148148148148096,4.851851851851849,4.67857142857143,2.92307692307692,27,0.642857142857141,25,1.84,0.5434782608695653,mm_mar_2013,A RAZOR,a,RAZOR,razor,1.0,0.12790697674418605,0.6753246753246753
349,A REDHEAD,a redhead,NOUN,people,0.8789808917197452,59,17,79,2,1.23333333333333,1.2,-15.830242637894518,-13.511284770093182,3.7727272727272703,4.17241379310345,4.73333333333333,4.692307692307691,3.53333333333333,30,0.810810810810813,25,2.2,0.4545454545454545,mm_mar_2013,A REDHEAD,a,REDHEAD,redhead,1.0,0.02469135802469136,0.7763157894736842
351,A REINDEER,a reindeer,NOUN,living things,0.8447204968944101,59,18,77,7,1.0689655172413801,0.42307692307692296,-16.48762151551358,-13.505298933429529,3.1363636363636402,4.82758620689655,4.58620689655172,4.807692307692309,3.86666666666667,29,0.9354838709677414,26,1.4230769230769231,0.7027027027027027,mm_mar_2013,A REINDEER,a,REINDEER,reindeer,1.0,0.08333333333333333,0.7662337662337663
352,A REPRESENTATIVE,a representative,NOUN,people,0.7345679012345679,52,26,67,17,1.48,1.8095238095238102,-12.343553513047473,-10.361613564866335,2.14285714285714,3.40740740740741,4.96428571428571,2.68965517241379,3.07692307692308,25,0.6756756756756757,21,2.80952380952381,0.35593220338983045,mm_mar_2013,A REPRESENTATIVE,a,REPRESENTATIVE,representative,1.0,0.2023809523809524,0.6666666666666666
353,A REVEREND,a reverend,NOUN,people,0.8427672955974843,52,23,82,2,1.14814814814815,1.96153846153846,-16.644605481859973,-12.079419819664267,2.3333333333333304,4.0,4.357142857142859,3.6785714285714306,3.69230769230769,27,0.8709677419354825,26,2.9615384615384603,0.33766233766233783,mm_mar_2013,A REVEREND,a,REVEREND,reverend,1.0,0.023809523809523808,0.6933333333333334
354,A RHINOCEROS,a rhinoceros,NOUN,living things,0.8924050632911392,61,12,80,5,1.16666666666667,0.3,-16.170280996172558,-14.30629165737097,3.82608695652174,4.75,4.89655172413793,4.8846153846153895,3.35714285714286,24,0.8571428571428547,20,1.3,0.7692307692307692,mm_mar_2013,A RHINOCEROS,a,RHINOCEROS,rhinoceros,1.0,0.05882352941176471,0.8356164383561644
355,A ROASTING PAN,a roasting pan,NOUN,household item,0.8520710059171598,63,18,81,7,1.13333333333333,1.03846153846154,-16.219504127761862,-15.154429767917641,2.13636363636364,4.62068965517241,4.63333333333333,4.653846153846151,3.3333333333333304,30,0.8823529411764732,26,2.03846153846154,0.4905660377358487,mm_mar_2013,A ROASTING PAN,a,ROASTING PAN,roasting pan,1.0,0.07954545454545454,0.7777777777777778
356,A ROBE,a robe,NOUN,clothing,0.7654320987654321,49,28,75,10,1.44,1.19047619047619,-14.36010443431868,-11.863657694322484,2.38095238095238,4.44444444444444,4.96428571428571,4.55172413793103,3.73076923076923,25,0.6944444444444444,21,2.19047619047619,0.4565217391304349,mm_mar_2013,A ROBE,a,ROBE,robe,1.0,0.1176470588235294,0.6363636363636364
357,A ROCKING CHAIR,a rocking chair,NOUN,furniture,0.7953216374269005,56,25,80,10,1.07407407407407,0.8,-15.490074297427512,-14.20215810046271,2.40909090909091,4.851851851851849,4.77777777777778,4.67857142857143,3.9615384615384603,27,0.9310344827586242,25,1.8,0.5555555555555556,mm_mar_2013,A ROCKING CHAIR,a,ROCKING CHAIR,rocking chair,1.0,0.1111111111111111,0.6913580246913579
358,A RUBBLE,a rubble,NOUN,earth formation,0.7450980392156863,56,44,96,8,1.14285714285714,1.8095238095238102,-17.07485558926573,-12.837131787009854,2.34782608695652,3.9166666666666696,3.54545454545455,3.08695652173913,2.3,21,0.8750000000000022,21,2.80952380952381,0.35593220338983045,mm_mar_2013,A RUBBLE,a,RUBBLE,rubble,1.0,0.07692307692307693,0.56
359,A RUSSIAN,a russian,NOUN,people,0.7849462365591398,62,27,84,13,1.46153846153846,0.5714285714285711,-13.103960865939795,-10.053639925231352,2.9523809523809503,3.92592592592593,4.85714285714286,3.48275862068966,3.30769230769231,26,0.6842105263157903,21,1.571428571428571,0.6363636363636366,mm_mar_2013,A RUSSIAN,a,RUSSIAN,russian,1.0,0.13402061855670105,0.6966292134831461
360,A RUSTLER,a rustler,NOUN,people,0.7683615819209041,51,34,85,7,1.84,1.76190476190476,-17.931190411915722,-16.197235655011966,3.91304347826087,3.44444444444444,3.75,3.3448275862069,2.3846153846153797,25,0.5434782608695652,21,2.76190476190476,0.3620689655172416,mm_mar_2013,A RUSTLER,a,RUSTLER,rustler,1.0,0.07608695652173914,0.6
361,A SABOTEUR,a saboteur,NOUN,people,0.8176470588235294,58,23,81,8,1.0952380952381,1.55555555555556,-17.325358692525107,-15.601075020665887,4.0,3.95,4.06896551724138,2.42307692307692,1.7857142857142903,21,0.9130434782608656,18,2.55555555555556,0.3913043478260863,mm_mar_2013,A SABOTEUR,a,SABOTEUR,saboteur,1.0,0.0898876404494382,0.7160493827160493
362,A SALAD FORK,a salad fork,NOUN,household item,0.8466666666666667,56,17,71,6,1.08,0.19047619047619,-19.584265920115453,-18.033211979274864,1.9523809523809499,4.66666666666667,4.78571428571429,4.6551724137931,3.34615384615385,25,0.9259259259259258,21,1.19047619047619,0.8400000000000003,mm_mar_2013,A SALAD FORK,a,SALAD FORK,salad fork,1.0,0.07792207792207792,0.7671232876712328
363,A SALESLADY,a saleslady,NOUN,people,0.8137931034482758,46,23,72,4,1.07142857142857,0.96,-18.737532480161725,-16.61173654229368,2.59090909090909,4.30769230769231,4.71428571428571,3.81481481481481,3.08,28,0.9333333333333346,25,1.96,0.5102040816326531,mm_mar_2013,A SALESLADY,a,SALESLADY,saleslady,1.0,0.05263157894736842,0.6666666666666666
364,A SALESPERSON,a salesperson,NOUN,people,0.7792207792207793,58,15,62,19,1.11111111111111,2.6,-14.852461168907352,-13.340277148322635,2.7391304347826098,4.296296296296299,4.92857142857143,4.13793103448276,2.80769230769231,27,0.9000000000000009,25,3.6,0.2777777777777778,mm_mar_2013,A SALESPERSON,a,SALESPERSON,salesperson,1.0,0.2345679012345679,0.7945205479452054
365,A SALT SHAKER,a salt shaker,NOUN,household item,0.7730061349693251,52,26,74,11,1.07407407407407,0.46153846153846206,-18.03533797073613,-16.786286174096052,2.2727272727272703,4.82758620689655,4.93333333333333,4.846153846153849,3.2333333333333303,27,0.9310344827586242,26,1.461538461538462,0.6842105263157892,mm_mar_2013,A SALT SHAKER,a,SALT SHAKER,salt shaker,1.0,0.12941176470588234,0.6666666666666666
366,A SANDPIPER,a sandpiper,NOUN,living things,0.8333333333333334,59,21,81,7,1.1304347826087,0.0666666666666667,-19.031476331381064,-15.432864914835724,2.57142857142857,4.34782608695652,3.20689655172414,3.64,3.39285714285714,23,0.8846153846153813,15,1.0666666666666669,0.9375,mm_mar_2013,A SANDPIPER,a,SANDPIPER,sandpiper,1.0,0.07954545454545454,0.7375
367,A SANDWICH,a sandwich,NOUN,food,0.7959183673469388,53,20,64,10,1.2962962962963,1.2,-13.50154879747119,-11.76901814521232,2.81818181818182,4.8148148148148096,4.851851851851849,4.77777777777778,4.15384615384615,27,0.7714285714285692,25,2.2,0.4545454545454545,mm_mar_2013,A SANDWICH,a,SANDWICH,sandwich,1.0,0.13513513513513514,0.726027397260274
368,A SAVANNA,a savanna,NOUN,earth formation,0.8771929824561403,62,19,88,2,1.26086956521739,0.7727272727272729,-17.718130983247658,-13.903968040476945,3.09090909090909,4.26923076923077,4.07407407407407,3.1785714285714306,3.57692307692308,23,0.7931034482758629,22,1.7727272727272732,0.564102564102564,mm_mar_2013,A SAVANNA,a,SAVANNA,savanna,1.0,0.022222222222222227,0.7654320987654321
369,A SCAPEGOAT,a scapegoat,NOUN,people,0.8129496402877698,53,13,60,13,1.12,1.9166666666666698,-15.05834403452163,-13.821003577176292,3.2173913043478297,2.7083333333333304,4.72727272727273,1.92,2.06896551724138,25,0.8928571428571428,24,2.9166666666666696,0.3428571428571425,mm_mar_2013,A SCAPEGOAT,a,SCAPEGOAT,scapegoat,1.0,0.1780821917808219,0.803030303030303
370,A SCAVENGER,a scavenger,NOUN,people,0.7757575757575758,56,22,72,15,1.4583333333333302,1.9,-15.91896656269299,-14.088904102616462,3.6363636363636402,3.85,4.78571428571429,3.26923076923077,2.35714285714286,24,0.6857142857142873,20,2.9,0.3448275862068966,mm_mar_2013,A SCAVENGER,a,SCAVENGER,scavenger,1.0,0.1724137931034483,0.7179487179487181
371,A SCRIBE,a scribe,NOUN,people,0.7431693989071039,56,32,80,15,1.20833333333333,2.05263157894737,-15.09307079281506,-13.063509660244394,2.3333333333333304,3.6666666666666696,4.357142857142859,3.0,3.38461538461538,24,0.827586206896554,19,3.05263157894737,0.32758620689655155,mm_mar_2013,A SCRIBE,a,SCRIBE,scribe,1.0,0.15789473684210525,0.6363636363636364
372,A SCROLL,a scroll,NOUN,reading materials,0.7633136094674556,53,27,76,13,1.77777777777778,1.7916666666666698,-14.646063494258325,-12.18731729705365,2.28,4.5,4.76,4.34615384615385,3.3,27,0.5624999999999993,24,2.7916666666666696,0.3582089552238802,mm_mar_2013,A SCROLL,a,SCROLL,scroll,1.0,0.14606741573033707,0.6625
373,A SEA CUCUMBER,a sea cucumber,NOUN,living things,0.9214285714285714,62,7,67,4,1.04166666666667,0.28571428571428603,-18.803343101246167,-16.318413596699727,2.2380952380952404,4.44444444444444,3.89285714285714,4.06896551724138,2.9615384615384603,24,0.9599999999999967,21,1.2857142857142858,0.7777777777777776,mm_mar_2013,A SEA CUCUMBER,a,SEA CUCUMBER,sea cucumber,1.0,0.056338028169014086,0.8985507246376812
