,word_upper,word_lower,syntactic_category,semantic_category,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),Google n-gram frequency,Google n-gram frequency no article,Arousal,Concreteness,Familiarity,Imageability,Valence,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),experiment_date,input_trial,article,word_no_article_upper,word_no_article_lower,multi_word,false.alarm.rate,hit.rate
1611,TO CORRESPOND,to correspond,VERB,,0.7716049382716049,48,29,77,8,1.6,2.84,-13.672238791927226,-11.300753221290696,2.82608695652174,2.8333333333333304,4.68181818181818,2.0833333333333304,3.46666666666667,25,0.625,25,3.84,0.2604166666666667,mm_mar_2013,TO CORRESPOND,to,CORRESPOND,correspond,1.0,0.09411764705882353,0.6233766233766234
1612,TO COST,to cost,VERB,,0.5843373493975904,28,41,69,28,1.53333333333333,2.1481481481481497,-13.510779504733977,-8.854758470004507,2.90909090909091,2.24137931034483,4.5333333333333306,1.61538461538462,2.36666666666667,30,0.6521739130434796,27,3.1481481481481497,0.3176470588235292,mm_mar_2013,TO COST,to,COST,cost,1.0,0.28865979381443296,0.4057971014492754
1613,TO COUGH,to cough,VERB,,0.7796610169491526,58,26,80,13,1.18518518518519,1.0,-14.467756500847704,-12.022605069587927,2.3636363636363598,3.81481481481481,4.851851851851849,3.9285714285714306,1.92307692307692,27,0.8437499999999966,25,2.0,0.5,mm_mar_2013,TO COUGH,to,COUGH,cough,1.0,0.13978494623655913,0.6904761904761905
1614,TO CRAVE,to crave,VERB,,0.6727272727272727,47,33,64,21,1.4,3.0,-15.484635261029155,-13.459140986227373,4.17391304347826,2.1,4.89655172413793,1.88,3.1785714285714306,25,0.7142857142857143,20,4.0,0.25,mm_mar_2013,TO CRAVE,to,CRAVE,crave,1.0,0.24705882352941175,0.5875
1615,TO CREATE,to create,VERB,,0.6971428571428572,47,38,75,15,1.15384615384615,4.04347826086957,-9.877823801542764,-9.084256531322644,4.13636363636364,2.5,4.90909090909091,2.32,4.26666666666667,26,0.8666666666666696,23,5.043478260869571,0.19827586206896533,mm_mar_2013,TO CREATE,to,CREATE,create,1.0,0.16666666666666666,0.5529411764705883
1616,TO CRINGE,to cringe,VERB,,0.751937984496124,39,21,58,11,1.33333333333333,2.1923076923076903,-16.147546277181082,-14.015186331402335,2.91304347826087,3.19230769230769,4.807692307692309,3.2666666666666697,1.7857142857142903,27,0.7500000000000019,26,3.19230769230769,0.313253012048193,mm_mar_2013,TO CRINGE,to,CRINGE,cringe,1.0,0.15942028985507245,0.65
1617,TO CROAK,to croak,VERB,,0.7919463087248322,45,25,73,6,1.96296296296296,2.15384615384615,-16.312431498097922,-14.465777802064785,2.68181818181818,2.88461538461538,4.42857142857143,2.46428571428571,1.7692307692307698,27,0.5094339622641517,26,3.15384615384615,0.3170731707317077,mm_mar_2013,TO CROAK,to,CROAK,croak,1.0,0.0759493670886076,0.6428571428571429
1618,TO CROP,to crop,VERB,,0.7577639751552795,49,28,73,11,2.2962962962963,2.2,-14.781402983175907,-10.883078247899055,2.6956521739130404,3.5,4.64285714285714,2.62068965517241,3.0384615384615397,27,0.4354838709677413,25,3.2,0.3125,mm_mar_2013,TO CROP,to,CROP,crop,1.0,0.13095238095238096,0.6363636363636364
1619,TO CROWD,to crowd,VERB,,0.6046511627906976,46,27,58,41,1.4583333333333302,2.40909090909091,-15.08848071882158,-10.266070493199868,3.47619047619048,3.03703703703704,4.92857142857143,3.31034482758621,2.26923076923077,24,0.6857142857142873,22,3.40909090909091,0.2933333333333332,mm_mar_2013,TO CROWD,to,CROWD,crowd,1.0,0.4141414141414141,0.6301369863013698
1620,TO CROWN,to crown,VERB,,0.8111111111111111,70,26,76,8,1.88888888888889,1.84615384615385,-14.927214585160835,-10.765221742024817,2.95652173913043,3.23076923076923,4.730769230769231,3.7666666666666697,4.178571428571431,27,0.529411764705882,26,2.8461538461538503,0.3513513513513509,mm_mar_2013,TO CROWN,to,CROWN,crown,1.0,0.09523809523809523,0.7291666666666666
1621,TO CUCKOLD,to cuckold,VERB,,0.8684210526315791,56,16,76,4,1.09090909090909,1.46153846153846,-18.435903220923134,-15.29317831965812,3.71428571428571,2.65384615384615,3.5,2.0,1.84615384615385,22,0.9166666666666676,13,2.46153846153846,0.4062500000000003,mm_mar_2013,TO CUCKOLD,to,CUCKOLD,cuckold,1.0,0.05,0.7777777777777778
1622,TO DANCE,to dance,VERB,,0.7542857142857143,50,31,82,12,1.36,2.35,-12.477757709648804,-10.163686166433422,4.26086956521739,4.0,4.86206896551724,4.23076923076923,4.28571428571429,25,0.7352941176470588,20,3.35,0.29850746268656714,mm_mar_2013,TO DANCE,to,DANCE,dance,1.0,0.1276595744680851,0.6172839506172839
1623,TO DARKEN,to darken,VERB,,0.7194244604316546,32,35,68,4,1.8148148148148102,2.125,-14.940991761709961,-13.811853512551913,2.54545454545455,2.92307692307692,4.62962962962963,2.8518518518518503,2.15384615384615,27,0.5510204081632668,24,3.125,0.32,mm_mar_2013,TO DARKEN,to,DARKEN,darken,1.0,0.05555555555555555,0.4776119402985074
1624,TO DART,to dart,VERB,,0.7658227848101266,44,31,77,6,1.5666666666666698,2.5,-15.724350395743539,-12.892079721295733,4.31818181818182,2.89655172413793,4.5,2.88461538461538,3.0,30,0.6382978723404242,26,3.5,0.2857142857142857,mm_mar_2013,TO DART,to,DART,dart,1.0,0.07228915662650602,0.5866666666666667
1625,TO DAWDLE,to dawdle,VERB,,0.7810650887573964,50,30,82,7,1.11538461538462,2.04761904761905,-16.94203465435992,-15.597322726624773,1.8095238095238102,2.82608695652174,4.17241379310345,2.5416666666666696,2.32142857142857,26,0.8965517241379273,21,3.0476190476190497,0.3281249999999997,mm_mar_2013,TO DAWDLE,to,DAWDLE,dawdle,1.0,0.07865168539325842,0.625
1626,TO DAZZLE,to dazzle,VERB,,0.8193548387096774,57,16,70,12,1.85185185185185,3.375,-15.850913048812332,-14.333578873608232,4.59090909090909,2.22222222222222,4.89285714285714,2.62068965517241,4.28,27,0.5400000000000005,24,4.375,0.22857142857142854,mm_mar_2013,TO DAZZLE,to,DAZZLE,dazzle,1.0,0.14634146341463414,0.7808219178082192
1627,TO DE-VEIN,to de-vein,VERB,,0.9127516778523491,61,12,75,1,1.05882352941176,0.833333333333333,-22.837609237528163,-19.798276982312863,2.65217391304348,3.1666666666666696,3.8636363636363598,3.125,2.2,17,0.9444444444444486,18,1.833333333333333,0.5454545454545455,mm_mar_2013,TO DE-VEIN,to,DE-VEIN,de-vein,1.0,0.013157894736842105,0.8356164383561644
1628,TO DECIMATE,to decimate,VERB,,0.8343949044585988,60,17,71,9,1.3913043478260902,2.76,-16.88757480790857,-15.757221285282116,3.91304347826087,2.80769230769231,4.16,2.1666666666666696,1.60714285714286,23,0.7187499999999984,25,3.76,0.26595744680851063,mm_mar_2013,TO DECIMATE,to,DECIMATE,decimate,1.0,0.1125,0.7792207792207793
1629,TO DECK,to deck,VERB,,0.7317073170731707,45,32,75,12,1.82608695652174,2.75,-15.845705264139967,-10.92248322819251,3.2608695652173902,3.25,4.3448275862068995,2.53846153846154,2.42857142857143,23,0.5476190476190473,20,3.75,0.26666666666666666,mm_mar_2013,TO DECK,to,DECK,deck,1.0,0.13793103448275862,0.5844155844155844
1630,TO DECORATE,to decorate,VERB,,0.72,48,21,60,21,1.51851851851852,1.69230769230769,-14.132736903842225,-13.258428332129489,3.6363636363636402,3.07692307692308,4.7407407407407405,3.14285714285714,4.07692307692308,27,0.658536585365853,26,2.69230769230769,0.3714285714285718,mm_mar_2013,TO DECORATE,to,DECORATE,decorate,1.0,0.25925925925925924,0.6956521739130435
1631,TO DEEM,to deem,VERB,,0.7674418604651163,45,35,87,5,1.15384615384615,2.2608695652173902,-16.086772867610257,-13.113452260805989,2.6666666666666696,2.17391304347826,4.58620689655172,1.6,3.25,26,0.8666666666666696,23,3.2608695652173902,0.3066666666666668,mm_mar_2013,TO DEEM,to,DEEM,deem,1.0,0.05434782608695652,0.5625
1632,TO DEFEND,to defend,VERB,,0.6369426751592356,44,30,56,27,1.74074074074074,3.16,-11.492802123106015,-11.01122145018067,4.26086956521739,2.57692307692308,4.85714285714286,2.68965517241379,3.42307692307692,27,0.5744680851063833,25,4.16,0.24038461538461536,mm_mar_2013,TO DEFEND,to,DEFEND,defend,1.0,0.3253012048192771,0.5945945945945946
1633,TO DEFROST,to defrost,VERB,,0.75,41,33,76,6,1.26923076923077,1.55,-16.788417234626813,-15.268491777311008,2.1304347826087002,3.8,4.82758620689655,3.19230769230769,3.1785714285714306,26,0.7878787878787874,20,2.55,0.3921568627450981,mm_mar_2013,TO DEFROST,to,DEFROST,defrost,1.0,0.07317073170731707,0.5540540540540541
1634,TO DEGRADE,to degrade,VERB,,0.6964285714285714,50,29,67,22,1.5,3.0,-14.441802502233465,-13.172086139848178,3.0,2.45,4.68965517241379,1.80769230769231,1.4642857142857097,24,0.6666666666666666,20,4.0,0.25,mm_mar_2013,TO DEGRADE,to,DEGRADE,degrade,1.0,0.24719101123595505,0.6329113924050633
1635,TO DEGREASE,to degrease,VERB,,0.8375,57,19,77,7,1.07692307692308,0.826086956521739,-19.16572580902943,-17.678468095730256,2.0,2.92307692307692,4.107142857142859,2.35714285714286,2.76,26,0.928571428571426,23,1.826086956521739,0.5476190476190477,mm_mar_2013,TO DEGREASE,to,DEGREASE,degrease,1.0,0.08333333333333333,0.75
1636,TO DELIVER,to deliver,VERB,,0.65,31,35,60,14,1.76666666666667,2.5,-11.480841525947186,-10.746715192845578,3.1363636363636402,3.0,4.7,3.24,3.43333333333333,30,0.5660377358490556,26,3.5,0.2857142857142857,mm_mar_2013,TO DELIVER,to,DELIVER,deliver,1.0,0.1891891891891892,0.4696969696969697
1637,TO DEMEAN,to demean,VERB,,0.7152317880794702,36,37,72,6,1.14814814814815,2.54545454545455,-16.207170434557735,-15.117936098926586,3.5714285714285694,2.21739130434783,4.2758620689655205,2.32,1.5,27,0.8709677419354825,22,3.54545454545455,0.2820512820512817,mm_mar_2013,TO DEMEAN,to,DEMEAN,demean,1.0,0.07692307692307693,0.4931506849315068
1638,TO DEMORALIZE,to demoralize,VERB,,0.7594936708860759,50,26,70,12,1.16666666666667,2.47826086956522,-16.9302880690898,-15.954678834654878,2.9523809523809503,1.7391304347826102,4.41379310344828,2.12,1.17857142857143,30,0.8571428571428547,23,3.4782608695652204,0.2874999999999998,mm_mar_2013,TO DEMORALIZE,to,DEMORALIZE,demoralize,1.0,0.14634146341463414,0.6578947368421053
1639,TO DEPLORE,to deplore,VERB,,0.7461139896373057,48,45,96,4,1.25,2.72222222222222,-16.25951597007576,-14.760734242653553,3.0,1.75,4.31034482758621,1.65384615384615,2.0714285714285703,24,0.8,18,3.72222222222222,0.2686567164179106,mm_mar_2013,TO DEPLORE,to,DEPLORE,deplore,1.0,0.04,0.5161290322580645
1640,TO DESCEND,to descend,VERB,,0.7797619047619048,59,20,72,17,1.52,2.80769230769231,-13.606769878495033,-12.434183421447266,3.0,3.0,4.846153846153849,2.93333333333333,2.78571428571429,25,0.6578947368421053,26,3.80769230769231,0.26262626262626243,mm_mar_2013,TO DESCEND,to,DESCEND,descend,1.0,0.19101123595505615,0.7468354430379747
1641,TO DESIGN,to design,VERB,,0.7341772151898734,46,29,70,13,1.44,2.63157894736842,-11.981506376046376,-8.783035295135424,3.2173913043478297,2.95,4.85714285714286,2.6153846153846203,4.03571428571429,25,0.6944444444444444,19,3.63157894736842,0.2753623188405798,mm_mar_2013,TO DESIGN,to,DESIGN,design,1.0,0.1566265060240964,0.6133333333333333
1642,TO DESPISE,to despise,VERB,,0.7395833333333334,59,33,83,17,1.16666666666667,3.5,-14.565683728731553,-13.04236260062176,3.8636363636363598,1.8620689655172398,4.56666666666667,1.92307692307692,1.5,30,0.8571428571428547,26,4.5,0.2222222222222222,mm_mar_2013,TO DESPISE,to,DESPISE,despise,1.0,0.17,0.6413043478260869
1643,TO DEVELOP,to develop,VERB,,0.7045454545454546,39,25,54,14,1.92857142857143,3.0384615384615397,-10.133905343903855,-9.355388585167589,2.82608695652174,2.46153846153846,4.730769230769231,1.9,3.6785714285714306,28,0.5185185185185182,26,4.03846153846154,0.2476190476190475,mm_mar_2013,TO DEVELOP,to,DEVELOP,develop,1.0,0.2058823529411765,0.609375
1644,TO DEVOUR,to devour,VERB,,0.7678571428571429,54,26,75,13,1.44444444444444,3.48,-14.291538077033193,-13.299977691211948,4.045454545454549,2.9615384615384603,4.75,3.10714285714286,2.80769230769231,27,0.6923076923076944,25,4.48,0.2232142857142857,mm_mar_2013,TO DEVOUR,to,DEVOUR,devour,1.0,0.14772727272727273,0.675
1645,TO DICKER,to dicker,VERB,,0.8116883116883117,50,25,75,4,1.23529411764706,2.09090909090909,-18.39253598083822,-16.14349501906661,3.0,2.21739130434783,2.68965517241379,1.88,2.39285714285714,17,0.8095238095238088,11,3.09090909090909,0.323529411764706,mm_mar_2013,TO DICKER,to,DICKER,dicker,1.0,0.05063291139240506,0.6666666666666666
1646,TO DIM,to dim,VERB,,0.7090909090909091,38,40,79,8,1.48,2.1,-15.417981234583776,-11.57649570322488,1.7826086956521698,3.25,4.89655172413793,3.23076923076923,2.8214285714285694,25,0.6756756756756757,20,3.1,0.3225806451612903,mm_mar_2013,TO DIM,to,DIM,dim,1.0,0.09195402298850576,0.4871794871794872
1647,TO DISABUSE,to disabuse,VERB,,0.8013245033112583,46,27,75,3,1.21428571428571,1.95,-16.320415558127475,-15.738814097460999,2.1666666666666696,2.03846153846154,2.57692307692308,1.3666666666666698,2.35714285714286,14,0.8235294117647088,20,2.95,0.3389830508474576,mm_mar_2013,TO DISABUSE,to,DISABUSE,disabuse,1.0,0.038461538461538464,0.6301369863013698
1648,TO DISAGREE,to disagree,VERB,,0.625,42,42,68,24,1.15384615384615,3.0416666666666696,-13.942949860819384,-11.85985982842073,3.56521739130435,2.34782608695652,4.90909090909091,1.9583333333333302,2.13333333333333,26,0.8666666666666696,24,4.04166666666667,0.2474226804123709,mm_mar_2013,TO DISAGREE,to,DISAGREE,disagree,1.0,0.2608695652173913,0.5
1649,TO DISCHARGE,to discharge,VERB,,0.7348066298342542,64,22,69,26,2.0,2.59090909090909,-13.459284086618393,-10.823881928328817,3.0476190476190497,2.7407407407407405,4.67857142857143,2.1379310344827602,2.3846153846153797,25,0.5,22,3.59090909090909,0.27848101265822794,mm_mar_2013,TO DISCHARGE,to,DISCHARGE,discharge,1.0,0.2736842105263158,0.7441860465116279
1650,TO DISDAIN,to disdain,VERB,,0.7404580152671756,40,24,57,10,1.17857142857143,2.7916666666666696,-16.590659829867597,-12.726182847019155,3.0,1.7931034482758603,3.7666666666666697,1.61538461538462,1.8333333333333302,28,0.8484848484848475,24,3.7916666666666696,0.2637362637362635,mm_mar_2013,TO DISDAIN,to,DISDAIN,disdain,1.0,0.14925373134328354,0.625
1651,TO DISGUST,to disgust,VERB,,0.7482014388489209,49,18,55,17,1.22222222222222,2.8695652173912998,-16.272803077706346,-11.908375119508262,3.36,2.46153846153846,4.46153846153846,2.40740740740741,1.46666666666667,27,0.8181818181818196,23,3.8695652173912998,0.25842696629213513,mm_mar_2013,TO DISGUST,to,DISGUST,disgust,1.0,0.2361111111111111,0.7313432835820896
1652,TO DISILLUSION,to disillusion,VERB,,0.7409638554216867,45,35,78,8,1.1363636363636398,2.0,-16.878196018347666,-14.724169086136065,3.08695652173913,1.95,4.44827586206897,1.5,2.2962962962963,22,0.8799999999999971,20,3.0,0.3333333333333333,mm_mar_2013,TO DISILLUSION,to,DISILLUSION,disillusion,1.0,0.09302325581395347,0.5625
1653,TO DISMISS,to dismiss,VERB,,0.6759776536312849,49,38,72,20,1.6666666666666698,2.9166666666666696,-12.843573389070963,-12.140736486083211,2.3043478260869596,2.6666666666666696,4.82142857142857,2.1785714285714297,2.57692307692308,27,0.5999999999999988,24,3.9166666666666696,0.25531914893617,mm_mar_2013,TO DISMISS,to,DISMISS,dismiss,1.0,0.21739130434782608,0.5632183908045977
1654,TO DISPUTE,to dispute,VERB,,0.6612021857923497,59,28,62,34,1.46153846153846,3.28,-14.239347127043473,-10.983759133631787,4.0,2.6296296296296298,4.925925925925929,2.31034482758621,2.23076923076923,26,0.6842105263157903,25,4.2799999999999985,0.2336448598130841,mm_mar_2013,TO DISPUTE,to,DISPUTE,dispute,1.0,0.3541666666666667,0.6781609195402298
1655,TO DISSIPATE,to dissipate,VERB,,0.7628205128205128,52,24,67,13,1.2,2.04761904761905,-14.477652276561484,-13.566387217256223,2.47619047619048,2.40740740740741,4.60714285714286,2.1379310344827602,2.46153846153846,25,0.8333333333333334,21,3.0476190476190497,0.3281249999999997,mm_mar_2013,TO DISSIPATE,to,DISSIPATE,dissipate,1.0,0.1625,0.6842105263157895
1656,TO DISSOCIATE,to dissociate,VERB,,0.7575757575757576,50,30,75,10,1.24,1.8421052631578898,-14.807323820437931,-13.969765962479501,2.57142857142857,2.1111111111111103,4.21428571428571,1.55172413793103,2.26923076923077,25,0.8064516129032259,19,2.8421052631578902,0.3518518518518524,mm_mar_2013,TO DISSOCIATE,to,DISSOCIATE,dissociate,1.0,0.1176470588235294,0.625
1657,TO DIVE,to dive,VERB,,0.6839378238341969,54,40,78,21,1.8148148148148102,1.96153846153846,-14.086608647251985,-12.212159391418426,3.39130434782609,3.69230769230769,4.84,3.96666666666667,3.5714285714285694,27,0.5510204081632668,26,2.9615384615384603,0.33766233766233783,mm_mar_2013,TO DIVE,to,DIVE,dive,1.0,0.21212121212121213,0.5744680851063829
1658,TO DOLL,to doll,VERB,,0.84375,56,19,79,6,1.52,0.875,-17.914606237514633,-11.954267959059026,2.81818181818182,2.18518518518519,3.42307692307692,1.9642857142857097,3.69230769230769,25,0.6578947368421053,16,1.875,0.5333333333333333,mm_mar_2013,TO DOLL,to,DOLL,doll,1.0,0.07058823529411765,0.7466666666666667
1659,TO DON,to don,VERB,,0.7914438502673797,51,35,97,4,1.16666666666667,2.28571428571429,-14.26660020008817,-10.763799534448733,2.7272727272727297,2.48275862068966,3.93333333333333,2.0,3.06666666666667,24,0.8571428571428547,21,3.28571428571429,0.3043478260869561,mm_mar_2013,TO DON,to,DON,don,1.0,0.0396039603960396,0.5930232558139535
1660,TO DRAW,to draw,VERB,,0.7272727272727273,52,32,76,16,2.59259259259259,3.5833333333333304,-10.999939056466324,-9.968957161196638,2.95652173913043,3.7407407407407405,4.89285714285714,3.75862068965517,3.64,27,0.3857142857142861,24,4.58333333333333,0.2181818181818183,mm_mar_2013,TO DRAW,to,DRAW,draw,1.0,0.17391304347826084,0.6190476190476191
1661,TO DRIBBLE,to dribble,VERB,,0.8011363636363636,62,23,79,12,2.07407407407407,1.84615384615385,-16.279513386841916,-14.425210571059617,3.04545454545455,3.34615384615385,4.53846153846154,3.3214285714285694,2.84615384615385,27,0.4821428571428581,26,2.8461538461538503,0.3513513513513509,mm_mar_2013,TO DRIBBLE,to,DRIBBLE,dribble,1.0,0.13186813186813187,0.7294117647058823
1662,TO DRIZZLE,to drizzle,VERB,,0.7960526315789473,56,16,65,15,1.7307692307692302,2.4166666666666696,-16.303525003022695,-13.117037432998686,2.60869565217391,3.4583333333333304,4.86363636363636,4.125,3.1,26,0.5777777777777781,24,3.4166666666666696,0.292682926829268,mm_mar_2013,TO DRIZZLE,to,DRIZZLE,drizzle,1.0,0.1875,0.7777777777777778
1663,TO DROOL,to drool,VERB,,0.8323353293413174,56,26,83,2,1.38461538461538,1.8,-16.610549962141985,-14.36004947256868,2.0,3.6666666666666696,4.96428571428571,3.7241379310344795,2.23076923076923,26,0.7222222222222247,25,2.8,0.35714285714285715,mm_mar_2013,TO DROOL,to,DROOL,drool,1.0,0.023529411764705882,0.6829268292682927
1664,TO DRUG,to drug,VERB,,0.8068965517241379,46,23,71,5,1.48148148148148,2.03846153846154,-13.668816792503344,-9.393986294565837,3.3636363636363598,2.80769230769231,4.60714285714286,2.55555555555556,1.7307692307692302,27,0.6750000000000006,26,3.0384615384615397,0.3291139240506327,mm_mar_2013,TO DRUG,to,DRUG,drug,1.0,0.06578947368421052,0.6666666666666666
1665,TO DUCK,to duck,VERB,,0.7455621301775148,50,32,76,11,1.5357142857142903,2.7826086956521703,-14.472008079793882,-11.86547035509253,3.2,3.44,4.730769230769231,3.55555555555556,2.9,28,0.6511627906976726,23,3.7826086956521703,0.2643678160919543,mm_mar_2013,TO DUCK,to,DUCK,duck,1.0,0.1264367816091954,0.6097560975609756
1666,TO DUEL,to duel,VERB,,0.7085714285714285,50,44,74,7,1.2962962962963,2.72,-16.953920973746968,-13.143012153267524,4.476190476190481,3.28,4.62962962962963,3.51851851851852,2.28,27,0.7714285714285692,25,3.72,0.26881720430107525,mm_mar_2013,TO DUEL,to,DUEL,duel,1.0,0.08641975308641975,0.5319148936170213
1667,TO DYE,to dye,VERB,,0.7928571428571428,45,22,66,7,1.25925925925926,1.53846153846154,-15.506890926186747,-11.961440428956791,2.65217391304348,3.73076923076923,4.846153846153849,3.06666666666667,3.1785714285714306,27,0.7941176470588229,26,2.53846153846154,0.3939393939393937,mm_mar_2013,TO DYE,to,DYE,dye,1.0,0.0958904109589041,0.6716417910447762
1668,TO EARN,to earn,VERB,,0.7346938775510204,36,34,72,5,1.28,2.96,-12.20344426918193,-11.321098803813396,3.7391304347826098,2.9583333333333304,4.77272727272727,2.125,4.26666666666667,25,0.78125,25,3.96,0.2525252525252525,mm_mar_2013,TO EARN,to,EARN,earn,1.0,0.06493506493506493,0.5142857142857142
1669,TO EFFACE,to efface,VERB,,0.7602339181286549,45,37,85,4,1.27272727272727,2.7368421052631597,-15.91584159080087,-15.110061645816678,2.52,2.23076923076923,3.0,2.0,2.53333333333333,22,0.7857142857142874,19,3.7368421052631597,0.2676056338028167,mm_mar_2013,TO EFFACE,to,EFFACE,efface,1.0,0.0449438202247191,0.5487804878048781
1670,TO ELECTRIFY,to electrify,VERB,,0.8,52,25,76,7,1.88461538461538,2.0,-17.212453669387006,-16.412731740488905,4.73913043478261,2.85,4.68965517241379,2.88461538461538,3.46428571428571,26,0.5306122448979605,20,3.0,0.3333333333333333,mm_mar_2013,TO ELECTRIFY,to,ELECTRIFY,electrify,1.0,0.08433734939759037,0.6753246753246753
1671,TO ELUCIDATE,to elucidate,VERB,,0.7875,45,30,81,4,1.0952380952381,2.86666666666667,-13.545324942930966,-13.12112192408535,3.28571428571429,2.0,2.62068965517241,1.6,3.25,21,0.9130434782608656,15,3.86666666666667,0.2586206896551722,mm_mar_2013,TO ELUCIDATE,to,ELUCIDATE,elucidate,1.0,0.047058823529411764,0.6
1672,TO EMBOLDEN,to embolden,VERB,,0.7415730337078652,47,37,85,9,1.4117647058823501,2.4583333333333304,-17.302804662397392,-16.038928457442733,3.2173913043478297,2.0,3.19230769230769,1.5666666666666698,3.55555555555556,17,0.7083333333333348,24,3.4583333333333304,0.2891566265060244,mm_mar_2013,TO EMBOLDEN,to,EMBOLDEN,embolden,1.0,0.09574468085106384,0.5595238095238095
1673,TO EMCEE,to emcee,VERB,,0.8367346938775511,47,22,76,2,1.09090909090909,1.3,-18.977673588384853,-15.723246573076045,3.52380952380952,3.40909090909091,3.96551724137931,2.92,3.5,22,0.9166666666666676,20,2.3,0.4347826086956522,mm_mar_2013,TO EMCEE,to,EMCEE,emcee,1.0,0.02564102564102564,0.6811594202898551
1674,TO EMPLOY,to employ,VERB,,0.7533333333333333,46,23,67,14,1.8,3.04347826086957,-12.389363047996,-11.15497389947454,3.34782608695652,2.7083333333333304,4.81818181818182,2.2916666666666696,3.89655172413793,25,0.5555555555555556,23,4.04347826086957,0.24731182795698894,mm_mar_2013,TO EMPLOY,to,EMPLOY,employ,1.0,0.1728395061728395,0.6666666666666666
1675,TO EMULSIFY,to emulsify,VERB,,0.7975460122699386,51,28,79,5,1.3181818181818201,1.45454545454545,-17.27726387375421,-16.495728728284732,2.47826086956522,3.07692307692308,3.42307692307692,2.1724137931034497,2.89285714285714,22,0.7586206896551714,22,2.4545454545454497,0.4074074074074082,mm_mar_2013,TO EMULSIFY,to,EMULSIFY,emulsify,1.0,0.05952380952380953,0.6455696202531646
1676,TO ENCLOSE,to enclose,VERB,,0.6953642384105961,36,37,69,9,1.29166666666667,2.31818181818182,-14.675347505098806,-13.515458156396079,2.9523809523809503,2.81481481481481,4.96428571428571,2.79310344827586,2.73076923076923,24,0.7741935483870948,22,3.31818181818182,0.30136986301369845,mm_mar_2013,TO ENCLOSE,to,ENCLOSE,enclose,1.0,0.1153846153846154,0.4931506849315068
1677,TO ENCOURAGE,to encourage,VERB,,0.6745562130177515,45,35,69,20,1.25925925925926,3.12,-11.42588635651212,-10.442940348780526,3.7727272727272703,1.88888888888889,4.82142857142857,2.42857142857143,4.5,27,0.7941176470588229,25,4.12,0.2427184466019417,mm_mar_2013,TO ENCOURAGE,to,ENCOURAGE,encourage,1.0,0.2247191011235955,0.5625
1678,TO ENLIVEN,to enliven,VERB,,0.6848484848484848,32,47,81,5,1.29166666666667,2.2608695652173902,-15.634138946375554,-14.81459250616984,3.7272727272727297,1.7692307692307698,3.96428571428571,1.7857142857142903,4.15384615384615,24,0.7741935483870948,23,3.2608695652173902,0.3066666666666668,mm_mar_2013,TO ENLIVEN,to,ENLIVEN,enliven,1.0,0.05813953488372092,0.4050632911392405
1679,TO ENRICH,to enrich,VERB,,0.6390532544378699,26,55,82,6,1.5416666666666698,2.55,-13.840251798477485,-12.936541812384519,3.2608695652173902,2.0,4.58620689655172,1.84,4.178571428571431,24,0.6486486486486472,20,3.55,0.28169014084507044,mm_mar_2013,TO ENRICH,to,ENRICH,enrich,1.0,0.06818181818181818,0.32098765432098764
1680,TO ENTERTAIN,to entertain,VERB,,0.7041420118343196,53,28,66,22,1.6296296296296298,2.88461538461538,-13.009160916294176,-12.310104319968936,4.22727272727273,2.40740740740741,4.77777777777778,3.0,4.30769230769231,27,0.6136363636363635,26,3.88461538461538,0.2574257425742577,mm_mar_2013,TO ENTERTAIN,to,ENTERTAIN,entertain,1.0,0.25,0.654320987654321
1681,TO ENTHUSE,to enthuse,VERB,,0.7468354430379747,38,36,80,4,1.16666666666667,2.9166666666666696,-17.057255746911554,-16.138217955264928,3.91304347826087,1.88888888888889,4.107142857142859,1.7931034482758603,4.15384615384615,24,0.8571428571428547,24,3.9166666666666696,0.25531914893617,mm_mar_2013,TO ENTHUSE,to,ENTHUSE,enthuse,1.0,0.047619047619047616,0.5135135135135135
1682,TO ENTICE,to entice,VERB,,0.6666666666666666,36,43,74,12,1.3,2.77777777777778,-14.19431736694237,-13.650901920673077,4.22727272727273,1.9655172413793103,4.4,2.07692307692308,3.62068965517241,30,0.7692307692307692,27,3.77777777777778,0.264705882352941,mm_mar_2013,TO ENTICE,to,ENTICE,entice,1.0,0.13953488372093026,0.4556962025316456
1683,TO ENVISAGE,to envisage,VERB,,0.7677419354838709,41,34,78,2,1.05555555555556,2.15789473684211,-14.61408984408145,-13.569049002348768,3.0,1.62068965517241,2.56666666666667,1.38461538461538,3.2,18,0.9473684210526276,19,3.15789473684211,0.3166666666666661,mm_mar_2013,TO ENVISAGE,to,ENVISAGE,envisage,1.0,0.025,0.5466666666666666
1684,TO ENVY,to envy,VERB,,0.7615894039735099,50,22,65,14,1.33333333333333,2.59090909090909,-15.44058654440137,-12.002536895418416,3.52,2.08,4.730769230769231,1.88888888888889,1.96666666666667,27,0.7500000000000019,22,3.59090909090909,0.27848101265822794,mm_mar_2013,TO ENVY,to,ENVY,envy,1.0,0.17721518987341772,0.6944444444444444
