,word_upper,word_lower,word_lower_no_article,article,syntactic_category,category,subcategory_1,subcategory_2,subcategory_3,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,# meanings (human),# synonyms (human),Log Subtlex frequency,Log Subtlex CD,Google n-gram frequency,Concreteness,Imageability,Familiarity,Valence,Arousal,num_ratings_meanings,num_ratings_synonyms,multi_word
90,A THIGH,a thigh,thigh,a,NOUN,human body,external,,,0.8547486033519553,59,25,94,1,0.0105263157894736,0.7023809523809523,1.2333333333333334,0.6296296296296297,2.2833,2.1847,-16.003116356972185,4.41379310344828,4.46153846153846,4.9,3.28,3.86363636363636,30.0,27.0,1.0
91,TO KNEAD,to knead,knead,to,VERB,,,,,0.8295454545454546,58,26,88,4,0.0434782608695652,0.6904761904761905,1.3333333333333333,1.4090909090909092,1.0,0.7782,-16.019791547838757,3.51724137931034,3.88461538461538,4.4,3.32,2.45454545454545,30.0,22.0,1.0
92,TERRI,terri,terri,,NOUN,common names,girl,,,0.8171428571428572,53,28,90,4,0.0425531914893617,0.654320987654321,1.3478260869565215,0.0,,,-13.514503323358252,3.37931034482759,2.84615384615385,2.86666666666667,3.08,2.85714285714286,23.0,23.0,0.0
93,A NECKLACE,a necklace,necklace,a,NOUN,clothing,accessory,jewelry,,0.8068965517241379,44,23,73,5,0.0641025641025641,0.6567164179104478,1.2,1.3846153846153846,2.6972,2.4472,-14.409068628075405,4.75862068965517,4.73076923076923,4.86666666666667,3.8,3.0,30.0,26.0,1.0
94,JAMES MADISON,james madison,james madison,,NOUN,famous people,US President,,,0.7911392405063291,58,16,67,17,0.2023809523809523,0.7837837837837838,1.0666666666666669,0.0833333333333333,,,-14.217577510409294,4.72413793103448,3.96153846153846,3.8,3.48,2.63636363636364,30.0,24.0,1.0
95,TO DON,to don,don,to,VERB,,,,,0.7914438502673797,51,35,97,4,0.0396039603960396,0.5930232558139535,1.1666666666666667,2.2857142857142856,5.5066,3.9205,-14.26660020008817,2.48275862068966,2.0,3.93333333333333,3.04,2.72727272727273,24.0,21.0,1.0
96,TO SQUEAL,to squeal,squeal,to,VERB,,,,,0.7547169811320755,57,20,63,19,0.2317073170731707,0.7402597402597403,1.7666666666666666,2.8846153846153846,2.1367,1.9912,-16.415658931895354,2.89655172413793,2.92307692307692,4.57142857142857,2.75,4.45454545454545,30.0,26.0,1.0
97,A WRENCH,a wrench,wrench,a,NOUN,tool,,,,0.7891156462585034,54,15,62,16,0.2051282051282051,0.782608695652174,1.4666666666666666,1.0740740740740742,2.3075,2.1072,-15.180046573990918,4.79310344827586,4.96153846153846,4.83333333333333,2.96,2.5,30.0,27.0,1.0
98,A FORGER,a forger,forger,a,NOUN,people,Other,,,0.7514792899408284,41,37,86,5,0.0549450549450549,0.5256410256410257,1.6538461538461535,1.9090909090909087,1.5051,1.3222,-16.650163672539982,2.89655172413793,2.34615384615385,4.06666666666667,2.08,3.33333333333333,26.0,22.0,1.0
99,TO BELCH,to belch,belch,to,VERB,,,,,0.8481012658227848,57,17,77,7,0.0833333333333333,0.7702702702702703,1.2,2.0,1.5798,1.5315,-17.31537222555013,3.79310344827586,3.69230769230769,4.72413793103448,2.12,3.13636363636364,30.0,25.0,1.0
100,AN EGYPTIAN,an egyptian,egyptian,an,NOUN,people,Region,,,0.8726114649681529,58,18,79,2,0.0246913580246913,0.7631578947368421,1.1333333333333333,0.3461538461538461,,,-13.969867728773767,4.13793103448276,4.07692307692308,4.26666666666667,3.24,3.36363636363636,30.0,26.0,1.0
101,TO COAST,to coast,coast,to,VERB,,,,,0.7692307692307693,43,30,77,6,0.072289156626506,0.589041095890411,1.6666666666666667,2.1153846153846154,3.1342,2.9009,-14.954364790734756,2.58620689655172,2.38461538461538,4.46666666666667,3.52,2.31818181818182,30.0,26.0,1.0
102,A LAYMAN,a layman,layman,a,NOUN,people,Other,,,0.8071428571428572,46,21,67,6,0.0821917808219178,0.6865671641791045,1.2222222222222223,2.111111111111111,1.6902,1.6128,-15.25129197769126,2.96551724137931,2.30769230769231,3.8,3.125,2.04761904761905,27.0,27.0,1.0
103,A HEADBAND,a headband,headband,a,NOUN,clothing,accessory,head,,0.8441558441558441,55,20,75,4,0.050632911392405,0.7333333333333333,1.2142857142857142,1.2307692307692308,1.3424,1.1761,-16.396735540066228,4.62068965517241,4.73076923076923,4.6551724137931,3.16,2.5,28.0,26.0,1.0
104,VIOLENT,violent,violent,,ADJ,,,,,0.7687074829931972,47,24,66,10,0.131578947368421,0.6619718309859155,1.4333333333333331,3.1923076923076925,2.9299,2.8325,-10.48772317437262,2.27586206896552,3.34615384615385,4.66666666666667,1.4,4.54545454545455,30.0,26.0,0.0
105,TO WRITHE,to writhe,writhe,to,VERB,,,,,0.8636363636363636,48,13,66,5,0.0704225352112676,0.7868852459016393,1.2592592592592593,2.6666666666666665,1.0,1.0,-15.898826428107643,2.79310344827586,2.5,4.10344827586207,1.96,3.63636363636364,27.0,24.0,1.0
106,A CANAL,a canal,canal,a,NOUN,earth formation,water,,,0.7528735632183908,51,32,80,11,0.1208791208791208,0.6144578313253012,1.6551724137931034,1.6923076923076923,2.5145,2.2648,-14.491662388931136,4.31034482758621,4.375,4.44827586206897,3.16,2.22727272727273,29.0,26.0,1.0
107,HEATH LEDGER,heath ledger,heath ledger,,NOUN,famous people,Actors,,,0.8896103896103896,64,10,73,7,0.0875,0.8648648648648649,1.0,0.08,,,-17.427076179129955,4.75862068965517,4.92307692307692,3.93333333333333,3.64,3.63636363636364,29.0,25.0,1.0
108,TO SPOON-FEED,to spoon-feed,spoon-feed,to,VERB,,,,,0.8604651162790697,63,17,85,7,0.0760869565217391,0.7875,1.5666666666666669,1.0769230769230769,,,-18.386173173603773,3.3448275862069,4.0,4.6,3.0,2.04545454545455,30.0,26.0,1.0
109,OBSESSED,obsessed,obsessed,,ADJ,,,,,0.7272727272727273,46,32,74,13,0.1494252873563218,0.5897435897435898,1.2666666666666666,2.423076923076923,2.7218,2.6107,-12.499347608910558,1.3448275862069,1.76923076923077,4.7,2.0,4.09090909090909,30.0,26.0,0.0
110,A REINDEER,a reindeer,reindeer,a,NOUN,living things,animal,mammal,,0.84472049689441,59,18,77,7,0.0833333333333333,0.7662337662337663,1.0689655172413792,0.4230769230769231,2.238,1.9395,-16.48762151551358,4.82758620689655,4.80769230769231,4.58620689655172,3.88,3.13636363636364,29.0,26.0,1.0
111,ABSURD,absurd,absurd,,ADJ,,,,,0.7005988023952096,43,36,74,14,0.1590909090909091,0.5443037974683544,1.2333333333333334,3.5185185185185186,2.6955,2.5999,-11.886224276477366,1.44827586206897,1.76923076923077,4.5,2.24,3.59090909090909,30.0,27.0,0.0
112,FRIGHTENING,frightening,frightening,,ADJ,,,,,0.7712418300653595,48,24,70,11,0.1358024691358024,0.6666666666666666,1.2666666666666666,4.153846153846154,2.4698,2.4116,-12.191279500099478,1.59259259259259,2.64,4.63333333333333,1.64,4.72727272727273,30.0,26.0,0.0
113,BURT REYNOLDS,burt reynolds,burt reynolds,,NOUN,famous people,Actors,,,0.8639455782312925,57,11,70,9,0.1139240506329113,0.8382352941176471,1.0,0.0384615384615384,,,-16.935835005779676,4.82758620689655,4.88461538461539,4.13333333333333,3.32,3.18181818181818,28.0,26.0,1.0
114,FRANCISCO,francisco,francisco,,NOUN,common names,boy,,,0.8732394366197183,58,11,66,7,0.0958904109589041,0.8405797101449275,1.3448275862068966,0.1304347826086956,,,-10.7990996806277,3.58620689655172,2.69230769230769,3.03333333333333,3.16,3.04545454545455,29.0,23.0,0.0
115,EQUABLE,equable,equable,,ADJ,,,,,0.725,34,41,82,3,0.0352941176470588,0.4533333333333333,1.375,2.3076923076923075,,,-15.69864340927629,1.37931034482759,1.42307692307692,2.76666666666667,3.75,2.36363636363636,16.0,13.0,0.0
116,A BAY,a bay,bay,a,NOUN,earth formation,water,,,0.7810650887573964,51,28,81,9,0.1,0.6455696202531646,1.827586206896552,1.72,3.0924,2.7875,-14.758936503072098,4.03448275862069,4.23076923076923,4.6,3.6,2.54545454545455,29.0,25.0,1.0
117,SANTIAGO,santiago,santiago,,NOUN,geography,world,big city,,0.8426395939086294,73,20,93,11,0.1057692307692307,0.7849462365591398,1.5769230769230769,0.0416666666666666,,,-12.642428364626737,3.75862068965517,2.34615384615385,2.8,3.12,2.86363636363636,26.0,24.0,0.0
118,MAGENTA,magenta,magenta,,ADJ,,,,,0.8211920529801324,51,21,73,6,0.0759493670886076,0.7083333333333334,1.1724137931034482,0.92,1.5185,1.2304,-13.970568786529745,3.96551724137931,4.26923076923077,4.27586206896552,3.6,3.04545454545455,29.0,25.0,0.0
119,ARIEL,ariel,ariel,,NOUN,common names,Ambiguous,,,0.7833333333333333,62,22,79,17,0.1770833333333333,0.7380952380952381,1.2962962962962965,0.1666666666666666,,,-12.960139739275986,3.58620689655172,3.11538461538462,3.4,3.4,3.27272727272727,27.0,24.0,0.0
120,TO REKINDLE,to rekindle,rekindle,to,VERB,,,,,0.8125,49,27,81,3,0.0357142857142857,0.6447368421052632,1.6206896551724137,2.3076923076923075,1.4472,1.3979,-15.513874073058249,1.93103448275862,2.0,4.36666666666667,3.88,4.13636363636364,29.0,26.0,1.0
121,TO DESPISE,to despise,despise,to,VERB,,,,,0.7395833333333334,59,33,83,17,0.17,0.6413043478260869,1.1666666666666667,3.5,2.3636,2.2856,-14.565683728731551,1.86206896551724,1.92307692307692,4.56666666666667,1.48,3.86363636363636,30.0,26.0,1.0
122,THE INDUS RIVER,the indus river,indus river,the,NOUN,earth formation,water,river,famous,0.8220858895705522,50,28,84,1,0.0117647058823529,0.6410256410256411,1.0,0.1176470588235294,,,-16.156810831727686,4.57142857142857,3.5,2.7,3.08,2.72727272727273,20.0,17.0,1.0
123,TO PRAISE,to praise,praise,to,VERB,,,,,0.6993006993006993,39,30,61,13,0.1756756756756756,0.5652173913043478,1.5666666666666669,2.9615384615384617,2.6839,2.4548,-13.545574911357056,2.3448275862069,2.61538461538462,4.63333333333333,4.52,3.45454545454545,30.0,26.0,1.0
124,SPINACH,spinach,spinach,,NOUN,food,vegetable,leafy,,0.8514285714285714,63,23,86,3,0.0337078651685393,0.7325581395348837,1.0,0.1538461538461538,2.1173,1.959,-12.567442322209793,4.82758620689655,4.88,4.83333333333333,3.16,2.09090909090909,30.0,26.0,0.0
125,TO STOMP,to stomp,stomp,to,VERB,,,,,0.6894409937888198,47,27,64,23,0.264367816091954,0.6351351351351351,1.6666666666666667,2.423076923076923,2.1367,1.9777,-15.803396732144426,3.13793103448276,3.73076923076923,4.66666666666667,2.16,4.27272727272727,30.0,26.0,1.0
126,JULIA ROBERTS,julia roberts,julia roberts,,NOUN,famous people,Actors,,,0.8525641025641025,61,11,72,12,0.1428571428571428,0.8472222222222222,1.0344827586206895,0.037037037037037,,,-16.236526455571425,4.82758620689655,4.96153846153846,4.6,3.8,3.68181818181818,29.0,27.0,1.0
127,LUDICROUS,ludicrous,ludicrous,,ADJ,,,,,0.8,67,20,77,16,0.1720430107526881,0.7701149425287356,1.6896551724137931,3.56,1.9294,1.8633,-13.415653693724469,1.41379310344828,1.84615384615385,4.3,2.16,3.90909090909091,29.0,25.0,0.0
128,ENORMOUS,enormous,enormous,,ADJ,,,,,0.6783625730994152,30,51,86,4,0.0444444444444444,0.3703703703703703,1.1333333333333333,4.423076923076923,2.7218,2.6284,-10.70831719394132,2.20689655172414,3.19230769230769,4.7,3.08,4.09090909090909,30.0,26.0,0.0
129,A CAVE,a cave,cave,a,NOUN,earth formation,land,,,0.7586206896551724,53,28,79,14,0.1505376344086021,0.654320987654321,1.3666666666666667,1.9615384615384608,2.8537,2.5635,-13.365432217284573,4.6551724137931,4.69230769230769,4.83333333333333,3.08,3.04545454545455,30.0,26.0,1.0
130,INEXPENSIVE,inexpensive,inexpensive,,ADJ,,,,,0.7512953367875648,52,41,93,7,0.07,0.5591397849462365,1.1724137931034482,3.185185185185185,1.5798,1.5563,-12.43769604940712,1.93103448275862,1.96153846153846,4.66666666666667,3.92,2.90909090909091,29.0,27.0,0.0
131,SUDDEN,sudden,sudden,,ADJ,,,,,0.6352201257861635,19,56,82,2,0.0238095238095238,0.2533333333333333,1.2,3.1153846153846154,3.2325,3.1176,-10.31431778831841,2.03448275862069,1.61538461538462,4.63333333333333,2.79166666666667,4.31818181818182,30.0,26.0,0.0
132,MIGUEL CERVANTES,miguel cervantes,miguel cervantes,,NOUN,famous people,Literature,,,0.7664670658682635,46,34,82,5,0.057471264367816,0.575,1.0,0.0,,,-19.262186103858973,4.55172413793103,3.19230769230769,1.93333333333333,3.16,2.72727272727273,21.0,20.0,1.0
133,STEPHEN,stephen,stephen,,NOUN,common names,boy,,,0.8125,55,21,75,9,0.1071428571428571,0.7236842105263158,1.3076923076923077,0.0384615384615384,,,-10.700254322252094,3.58620689655172,2.69230769230769,3.26666666666667,3.04,2.72727272727273,26.0,26.0,0.0
134,TO PLUNGE,to plunge,plunge,to,VERB,,,,,0.7265625,44,15,49,20,0.2898550724637681,0.7457627118644068,1.8666666666666667,2.44,2.0607,2.0086,-14.351907471525704,2.82142857142857,3.19230769230769,4.43333333333333,2.88,4.27272727272727,30.0,25.0,1.0
135,SATURDAY,saturday,saturday,,NOUN,calendar items,day of the week,,,0.8473282442748091,47,15,64,5,0.072463768115942,0.7580645161290323,1.0666666666666669,0.1111111111111111,,,-10.907824223062343,3.44827586206897,1.69230769230769,4.83333333333333,4.32,3.68181818181818,30.0,27.0,0.0
136,MARIAH CAREY,mariah carey,mariah carey,,NOUN,famous people,"Bands,singers",,,0.8795180722891566,65,14,81,6,0.0689655172413793,0.8227848101265823,1.0,0.04,,,-16.79752523955619,4.82142857142857,4.92307692307692,4.43333333333333,3.16,3.63636363636364,29.0,25.0,1.0
137,A SALT SHAKER,a salt shaker,salt shaker,a,NOUN,household item,kitchen item,food preparation,,0.7730061349693251,52,26,74,11,0.1294117647058823,0.6666666666666666,1.0740740740740742,0.4615384615384615,,,-18.035337970736126,4.82758620689655,4.84615384615385,4.93333333333333,3.28,2.27272727272727,27.0,26.0,1.0
138,A SOLE,a sole,sole,a,NOUN,living things,animal,fish and other aquatic,fish,0.81875,53,25,78,4,0.048780487804878,0.6794871794871795,1.8333333333333333,1.36,2.4298,2.3747,-14.049902482198071,3.75,3.23076923076923,4.2,3.08,2.04545454545455,30.0,25.0,1.0
139,TO CANE,to cane,cane,to,VERB,,,,,0.7950310559006211,51,29,77,4,0.0493827160493827,0.6375,1.2692307692307692,2.090909090909091,2.6294,2.2122,-16.872958916686944,3.20689655172414,2.88461538461538,3.83333333333333,1.88,3.95454545454545,26.0,22.0,1.0
140,A PRINCIPAL,a principal,principal,a,NOUN,people,Academia,,,0.7911392405063291,57,18,68,15,0.180722891566265,0.76,1.9,1.1538461538461535,2.8463,2.5647,-13.01793319412214,3.64285714285714,3.80769230769231,4.6,3.24,2.31818181818182,30.0,26.0,1.0
141,A COLD FRONT,a cold front,cold front,a,NOUN,weather,,,,0.7818181818181819,49,31,80,5,0.0588235294117647,0.6125,1.3,1.1153846153846154,,,-16.39443158720025,3.10714285714286,2.30769230769231,4.41379310344828,2.6,2.9047619047619,30.0,26.0,1.0
142,A VOTER,a voter,voter,a,NOUN,people,Other,,,0.7891566265060241,49,30,82,5,0.057471264367816,0.620253164556962,1.137931034482759,1.2962962962962965,1.6232,1.4914,-15.215034876543651,3.79310344827586,3.34615384615385,4.73333333333333,3.52,2.59090909090909,29.0,27.0,1.0
143,TO MANICURE,to manicure,manicure,to,VERB,,,,,0.834319526627219,55,25,86,3,0.0337078651685393,0.6875,1.5,1.1153846153846154,2.0086,1.959,-19.18311756748666,3.62068965517241,3.92307692307692,4.3,3.72,2.61904761904762,30.0,26.0,1.0
144,A BAKING TRAY,a baking tray,baking tray,a,NOUN,household item,kitchen item,food preparation,,0.8187919463087249,45,26,77,1,0.0128205128205128,0.6338028169014085,1.0333333333333334,1.3461538461538465,,,-15.7829182708958,4.79310344827586,4.57692307692308,4.63333333333333,3.52,1.90909090909091,30.0,26.0,1.0
145,TO CHARBROIL,to charbroil,charbroil,to,VERB,,,,,0.8282208588957055,60,20,75,8,0.0963855421686747,0.75,1.0689655172413792,1.3333333333333333,0.301,0.301,-21.92688584740498,3.58620689655172,3.5,4.33333333333333,3.48,3.5,29.0,24.0,1.0
146,A SENTRY,a sentry,sentry,a,NOUN,people,Military,,,0.7664670658682635,43,36,85,3,0.034090909090909,0.5443037974683544,1.25,2.1739130434782608,1.8513,1.6721,-15.437957304823565,3.89655172413793,2.84615384615385,3.86666666666667,3.04,2.95454545454545,28.0,23.0,1.0
147,SUCCINCT,succinct,succinct,,ADJ,,,,,0.7724550898203593,49,32,80,6,0.0697674418604651,0.6049382716049383,1.2307692307692308,2.333333333333333,1.1139,1.1139,-13.63971025759876,2.10714285714286,1.42307692307692,3.46666666666667,3.4,2.54545454545455,26.0,21.0,0.0
148,REGINA,regina,regina,,NOUN,common names,girl,,,0.8497409326424871,71,22,93,7,0.07,0.7634408602150538,1.2857142857142858,0.1538461538461538,,,-12.956297384790057,3.51724137931034,2.76923076923077,3.06666666666667,2.96,3.0,28.0,26.0,0.0
149,TO KIDNAP,to kidnap,kidnap,to,VERB,,,,,0.7847222222222222,48,22,65,9,0.1216216216216216,0.6857142857142857,1.0344827586206895,1.9230769230769231,2.5211,2.3579,-14.72503731444889,3.25,3.46153846153846,4.43333333333333,1.28,4.40909090909091,29.0,26.0,1.0
150,UNKEMPT,unkempt,unkempt,,ADJ,,,,,0.8304093567251462,59,25,83,4,0.0459770114942528,0.7023809523809523,1.0769230769230769,2.9166666666666665,1.1139,1.1139,-13.97462608569784,2.3448275862069,2.96153846153846,3.93333333333333,1.88,2.86363636363636,26.0,24.0,0.0
151,KURT,kurt,kurt,,NOUN,common names,boy,,,0.8211920529801324,50,22,74,5,0.0632911392405063,0.6944444444444444,1.3461538461538465,0.1923076923076923,,,-12.404021350193467,3.39285714285714,2.88461538461538,2.96666666666667,3.12,2.95454545454545,26.0,26.0,0.0
152,MICHELE,michele,michele,,NOUN,common names,girl,,,0.8518518518518519,48,13,67,7,0.0945945945945946,0.7868852459016393,1.25,0.0769230769230769,,,-13.224057370814151,3.44827586206897,2.61538461538462,3.13333333333333,3.2,3.0,28.0,26.0,0.0
153,ETHEL,ethel,ethel,,NOUN,common names,girl,,,0.8238341968911918,64,27,95,7,0.0686274509803921,0.7032967032967034,1.28,0.1428571428571428,,,-13.125309515227048,3.3448275862069,2.80769230769231,2.66666666666667,3.0,2.5,25.0,21.0,0.0
154,JORDAN,jordan,jordan,,NOUN,geography,world,country,,0.8032786885245902,66,24,81,12,0.1290322580645161,0.7333333333333333,1.933333333333333,0.3846153846153846,,,-11.10486030628678,3.75862068965517,3.34615384615385,3.36666666666667,3.28,3.09090909090909,30.0,26.0,0.0
155,WACKY,wacky,wacky,,ADJ,,,,,0.7610062893081762,45,31,76,7,0.0843373493975903,0.5921052631578947,1.3103448275862069,3.423076923076923,2.2175,2.0607,-14.885287903588925,1.55172413793103,2.42307692307692,4.56666666666667,3.24,4.13636363636364,29.0,26.0,0.0
156,GORDON,gordon,gordon,,NOUN,common names,boy,,,0.7865168539325843,52,32,88,6,0.0638297872340425,0.6190476190476191,1.1851851851851851,0.4230769230769231,,,-11.08347998407233,3.58620689655172,2.65384615384615,2.8,3.16,2.68181818181818,27.0,26.0,0.0
157,AN ABALONE,an abalone,abalone,an,NOUN,living things,animal,invertebrate,marine,0.8491620111731844,68,20,84,7,0.0769230769230769,0.7727272727272727,1.0526315789473684,0.3333333333333333,1.4314,1.0792,-18.231211359500755,4.31034482758621,2.5,2.63333333333333,3.2,1.95454545454545,19.0,18.0,1.0
158,TO SEEP,to seep,seep,to,VERB,,,,,0.8114285714285714,52,29,90,4,0.0425531914893617,0.6419753086419753,1.3448275862068966,2.56,1.0,1.0,-15.046875611501807,2.89655172413793,2.57692307692308,4.3,2.48,2.13636363636364,29.0,25.0,1.0
159,ELIZABETH I,elizabeth i,elizabeth i,,NOUN,famous people,"Politicians,history",,,0.8719512195121951,61,19,82,2,0.0238095238095238,0.7625,1.0714285714285714,0.08,,,-14.354663469492223,4.58620689655172,4.15384615384615,3.2,3.08,2.63636363636364,28.0,25.0,1.0
160,TO DART,to dart,dart,to,VERB,,,,,0.7658227848101266,44,31,77,6,0.072289156626506,0.5866666666666667,1.5666666666666669,2.5,1.9956,1.8573,-15.72435039574354,2.89655172413793,2.88461538461538,4.5,3.0,4.31818181818182,30.0,26.0,1.0
161,AN INDIAN,an indian,indian,an,NOUN,people,Region,,,0.783625730994152,47,35,87,2,0.0224719101123595,0.573170731707317,1.9,1.4230769230769231,,,-12.652470160908896,4.0,4.73076923076923,4.46666666666667,3.24,2.59090909090909,30.0,26.0,1.0
162,A VIOLA,a viola,viola,a,NOUN,musical instruments,string,bow,,0.8175675675675675,56,16,65,11,0.1447368421052631,0.7777777777777778,1.137931034482759,0.3043478260869565,2.1818,1.5682,-17.19708743703728,4.51724137931035,3.92307692307692,4.06666666666667,3.6,2.77272727272727,29.0,23.0,1.0
163,A QUAIL,a quail,quail,a,NOUN,living things,animal,bird,,0.7672955974842768,46,29,76,8,0.0952380952380952,0.6133333333333333,1.206896551724138,0.5384615384615384,1.8388,1.6128,-16.899423263269956,4.75862068965517,4.5,4.27586206896552,3.44,2.47619047619048,29.0,26.0,1.0
164,A LOYALIST,a loyalist,loyalist,a,NOUN,people,Politics,,,0.8187134502923976,55,24,85,7,0.0760869565217391,0.6962025316455697,1.2413793103448276,1.4230769230769231,1.0,1.0,-16.23070799921614,2.24137931034483,1.84615384615385,3.43333333333333,3.16,2.71428571428571,29.0,26.0,1.0
165,A TRENDSETTER,a trendsetter,trendsetter,a,NOUN,people,Other,,,0.8402366863905325,56,23,86,4,0.0444444444444444,0.7088607594936709,1.103448275862069,2.0,0.699,0.699,-17.56205167432289,2.13793103448276,2.19230769230769,4.43333333333333,3.72,3.90909090909091,29.0,27.0,1.0
166,PLASTIC,plastic,plastic,,ADJ,,,,,0.7916666666666666,54,26,79,9,0.1022727272727272,0.675,1.7666666666666666,1.4230769230769231,2.9814,2.8338,-10.433578162822624,4.27586206896552,4.30769230769231,4.8,3.04,1.81818181818182,30.0,26.0,0.0
167,HAIL,hail,hail,,NOUN,weather,,,,0.7588235294117647,45,37,84,4,0.0454545454545454,0.5487804878048781,2.033333333333333,2.230769230769231,2.7882,2.525,-12.470817562147545,3.79310344827586,4.26923076923077,4.63333333333333,2.375,3.63636363636364,30.0,26.0,0.0
168,A MINOTAUR,a minotaur,minotaur,a,NOUN,mythical creatures,,,,0.8157894736842105,53,19,71,9,0.1125,0.7361111111111112,1.0,0.4090909090909091,1.415,1.1761,-17.473596222559568,3.55172413793103,3.84,3.5,2.8,4.13636363636364,26.0,22.0,1.0
169,TO ROCKET,to rocket,rocket,to,VERB,,,,,0.6883116883116883,39,36,67,12,0.1518987341772152,0.52,1.4137931034482758,2.5384615384615383,2.7818,2.4609,-17.07272717038247,2.44827586206897,3.03846153846154,4.33333333333333,3.32,4.77272727272727,29.0,26.0,1.0
170,A BAGGAGE MAN,a baggage man,baggage man,a,NOUN,people,Other,,,0.8858695652173914,71,17,92,4,0.0416666666666666,0.8068181818181818,1.1785714285714286,1.3478260869565215,,,-21.50302506698461,4.17241379310345,3.96153846153846,3.56666666666667,3.0,2.13636363636364,28.0,23.0,1.0
171,A POSTMAN,a postman,postman,a,NOUN,people,Other,,,0.7704918032786885,64,23,77,19,0.1979166666666666,0.735632183908046,1.0333333333333334,1.4444444444444444,2.1106,1.8261,-16.29959182484512,4.41379310344828,4.61538461538461,4.63333333333333,3.44,2.36363636363636,30.0,27.0,1.0
